id,Job_Type,Short,Element,Work_Categories,Work_Sub_Category_Types,Work_Sub_Category_Attributes,Medium
601503,DOWNPIPE,RENEW UPTO 100MM CAST IRON PIPE,PLUMBING,Rainwater Pipework,Rainwater Pipework,Cast Iron Repairs,"Downpipe:Renew length of ne 100mm diameter cast iron downpipe, remove, refix or renew pipe brackets fixed to brickwork, cut and make joints, make good to structure, finishes, decorate to match."
601505,DOWNPIPE,REMOVE AND REFIX CAST IRON COMPLETE,PLUMBING,Rainwater Pipework,Rainwater Pipework,Cast Iron Repairs,"Downpipe:Take down any cast iron downpipe, remove refix pipe brackets fixed to brickwork and refix downpipes, hopper heads, offsets, branches, shoes remake all joints, make good, touch up."
601507,DOWNPIPE,RENEW CAST IRON PIPE BRACKET,PLUMBING,Rainwater Pipework,Rainwater Pipework,Cast Iron Repairs,"Downpipe:Renew any diameter cast iron downpipe bracket plugged and screwed to brickwork, make good to structure and finishes and decorate to match existing."
601509,DOWNPIPE,REFIX LOOSE CAST IRON BRACKET,PLUMBING,Rainwater Pipework,Rainwater Pipework,Cast Iron Repairs,"Downpipe:Refix loose cast iron downpipe bracket, including replugging and screwing to brickwork, make good to structure and finishes and decorate to match existing."
601511,DOWNPIPE,REMAKE CAST IRON JOINTS,PLUMBING,Rainwater Pipework,Rainwater Pipework,Cast Iron Repairs,"Downpipe:Remake any loose or leaking cast iron downpipe joint or joints to any fitting, make good to structure and finishes and decorate to match existing."
603101,GUTTER,RENEW 112MM PVCU COMPLETE,PLUMBING,Rainwater Gutters,Rainwater Gutters,PVCu,"Gutter:Renew with ne 112mm PVCu gutter of any profile with support brackets, angles, outlets stop ends, cutting, make gutters line and level, connections to existing guttering and downpipes."
603103,GUTTER,RENEW 150MM PVCU COMPLETE,PLUMBING,Rainwater Gutters,Rainwater Gutters,PVCu,"Gutter:Renew with 150mm PVCu gutter of any profile with support brackets, angles, outlets stop ends, cutting, make gutters line and level, connections to existing guttering and downpipes."
603105,GUTTER,RENEW 112MM PVCU,PLUMBING,Rainwater Gutters,Rainwater Gutters,PVCu,"Gutter:Renew ne 112mm PVCu gutter of any profile, including support brackets fixed to fascia including cutting, make joints, line and level and connection to existing guttering."
603107,GUTTER,RENEW 150MM PVCU,PLUMBING,Rainwater Gutters,Rainwater Gutters,PVCu,"Gutter:Renew 150mm PVCu gutter of any profile, including support brackets fixed to fascia including cutting, make joints, line and level and connection to existing guttering."
603109,GUTTER,REALIGN PVCU GUTTER,PLUMBING,Rainwater Gutters,Rainwater Gutters,PVCu,"Gutter:Take down any PVCu gutter, remove and refix brackets to fascia and refix gutter to brackets to line and level including all angles, outlets and stop ends and remake all joints."
603111,GUTTER,RENEW PVCU STOP END,PLUMBING,Rainwater Gutters,Rainwater Gutters,PVCu,"Gutter:Renew PVCu gutter stop end of any profile, including remake joints and line and level."
603115,GUTTER,RENEW PVCU OUTLET,PLUMBING,Rainwater Gutters,Rainwater Gutters,PVCu,"Gutter:Renew PVCu gutter outlet of any profile, including remake joints and line and level."
,GUTTER,RENEW PVCU ANGLE,PLUMBING,Rainwater Gutters,Rainwater Gutters,PVCu,Gutter:Renew PVCu gutter angle of any profile including remake joints and line and level.
603123,GUTTER,RENEW PVCU UNION,PLUMBING,Rainwater Gutters,Rainwater Gutters,PVCu,Gutter:Renew PVCu gutter union or fitting rubbers of any profile including remake joints and line and level.
603127,GUTTER,RENEW PVCU BRACKET,PLUMBING,Rainwater Gutters,Rainwater Gutters,PVCu,Gutter:Renew PVCu gutter bracket of any profile including remake joints and line and level.
603131,GUTTER,TAKE DOWN AND REFIX PVCU OUTLET,PLUMBING,Rainwater Gutters,Rainwater Gutters,PVCu,Gutter:Take down any PVCu gutter outlet and refix and remake joints.
603133,GUTTER,REMAKE PVCU JOINT,PLUMBING,Rainwater Gutters,Rainwater Gutters,PVCu,"Gutter:Remake any loose or leaking PVCu gutter joint or joints to fittings including break joint, clean out and make joint, and line and level."
603301,GUTTER,RENEW IN CAST IRON COMPLETE,PLUMBING,Rainwater Gutters,Rainwater Gutters,Cast Iron,"Gutter:Renew ne 125mm cast iron gutter of any profile with support brackets, angles, outlets and stop ends, cutting, make gutters line and level, connections to existing guttering, decorate"
603303,GUTTER,RENEW LENGTH OF CAST IRON,PLUMBING,Rainwater Gutters,Rainwater Gutters,Cast Iron,"Gutter:Renew ne 125mm cast iron gutter of any profile with support brackets fixed to fascia including cutting, make joints, line and level, connections to existing guttering, decorate."
603305,GUTTER,REALIGN CAST IRON GUTTER,PLUMBING,Rainwater Gutters,Rainwater Gutters,Cast Iron,"Gutter:Take down any cast iron gutter, remove and refix brackets to fascia and refix gutter to brackets, including all angles, outlets and stop ends, remake all joints and touch up decorations."
603307,GUTTER,RENEW CAST IRON STOP END,PLUMBING,Rainwater Gutters,Rainwater Gutters,Cast Iron,"Gutter:Renew ne 125mm cast iron gutter stop end of any profile, including remake joint, line and level, decorate to match existing to outside, one coat of bitumastic paint to inside."
603309,GUTTER,RENEW CAST IRON OUTLET,PLUMBING,Rainwater Gutters,Rainwater Gutters,Cast Iron,"Gutter:Renew ne 125mm cast iron gutter outlet of any profile, including remake joint, line and level, decorate to match existing to outside, one coat of bitumastic paint to inside."
603311,GUTTER,RENEW CAST IRON ANGLE,PLUMBING,Rainwater Gutters,Rainwater Gutters,Cast Iron,"Gutter:Renew ne 125mm cast iron gutter angle of any profile, including remake joint, line and level, decorate to match existing to outside, one coat of bitumastic paint to inside."
603313,GUTTER,RENEW CAST IRON UNION,PLUMBING,Rainwater Gutters,Rainwater Gutters,Cast Iron,"Gutter:Renew ne 125mm cast iron gutter Union of any profile, including remake joint, line and level, decorate to match existing to outside, one coat of bitumastic paint to inside."
603315,GUTTER,RENEW CAST IRON BRACKET,PLUMBING,Rainwater Gutters,Rainwater Gutters,Cast Iron,"Gutter:Renew gutter bracket for cast iron gutter including line and level, and rub down, prepare for and decorate to match existing."
603317,GUTTER,TAKE DOWN AND REFIX CAST IRON OUTLET,PLUMBING,Rainwater Gutters,Rainwater Gutters,Cast Iron,"Gutter:Take down any cast iron gutter outlet and refix, remake all joints, and touch up decorations."
603319,GUTTER,REMAKE CAST IRON JOINTS,PLUMBING,Rainwater Gutters,Rainwater Gutters,Cast Iron,"Gutter:Remake any cast iron gutter joint including break joint, clean out and make joint, and touch up decorations."
603901,DOWNPIPE,CLEAR BLOCKAGE NE 2 STOREY,PLUMBING,Rainwater Gutters,Gutters/Downpipes,Clean Out,"Downpipe:Clear blockage from downpipe ne 2 storey including gain access, rod, flush out and test including clean out gulley and remove spoil on completion (not to be claimed with 603903)."
603902,DOWNPIPE,CLEAR BLOCKAGE 2 TO 4 STOREY,PLUMBING,Rainwater Gutters,Gutters/Downpipes,Clean Out,"Downpipe:Clear blockage from downpipe any 2 to 4 storey including gain access, rod, flush out and test including clean out gulley and remove spoil on completion (not to be claimed with 603903)."
603903,DOWNPIPE,,PLUMBING,Rainwater Gutters,Gutters/Downpipes,Clean Out,"Gutter:Clean out debris from gutters to any type of property including flush out and test, rod downpipe including clean out gulley and remove spoil on completion (per elevation)."
603905,HOPPER,CLEAR OUT BLOCKED HOPPERHEAD,PLUMBING,Rainwater Gutters,Gutters/Downpipes,Clean Out,"Hopper:Clear out blocked hopperhead including rod if necessary, flush out and test and remove spoil on completion."
603907,FLAT ROOF OUTLET,CLEAR BLOCKED,PLUMBING,Rainwater Gutters,Gutters/Downpipes,Clean Out,"Flat Roof Outlet:Clear out blocked flat roof outlet including rod if necessary, flush out and test and remove spoil on completion."
610101,STACK,RENEW EXTERNAL PVCU COMPLETE NE 2 STOREY,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,"Stack:Take down external soil stack complete to any dwelling ne 2 storey, renew with 110mm PVCu pipework with all fittings, make joints, fixed to structure, make good to structure, finishes, test."
610103,STACK,RENEW EXTERNAL PVCU COMPLETE 2 TO 4 STOREY,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,"Stack:Take down external soil stack complete to any dwelling over 2, ne 4 storey, renew with 110mm PVCu pipework with all fittings, make joints, fixed to structure, make good, test."
610105,STACK,RENEW EXTERNAL 110MM PVCU SOIL STACK,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,"Stack:Renew 110mm diameter PVCu length or section of external soil stack, renew or refix clips as necessary, including cut and make joints, make good to structure and finishes and test."
610107,STACK,RENEW EXTERNAL PVCU SOIL STACK BRACKET,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,"Stack:Renew 110mm diameter external PVCu soil stack pipe bracket securely plugged and screwed to any background, make good to structure and finishes and test."
610109,STACK,RENEW EXTERNAL PVCU WC BRANCH PIPE,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,"Stack:Renew 110mm diameter external PVCu soil stack wc branch pipe with access, connect to pan, including cutting, make joints, cut holes to walls, make good to structure, finishes and test."
610111,STACK,RENEW EXTERNAL PVCU OFFSET,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,"Stack:Renew 110mm diameter external PVCu soil stack offset including cutting and make all necessary joints, make good to structure and finishes and test."
610113,STACK,RENEW EXTERNAL PVCU JUNCTION,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,"Stack:Renew 110mm diameter external PVCu soil stack junction with access including cutting and make all necessary joints, and make good to structure and finishes and test."
610115,STACK,RENEW EXTERNAL PVCU ACCESS BEND,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,"Stack:Renew 110mm diameter external PVCu soil stack access bend, including cutting and make all necessary joints, make good to structure and finishes and test."
610117,STACK,RENEW EXTERNAL PVCU ACCESS PIPE,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,"Stack:Renew 110mm diameter external PVCu soil stack access pipe, including cutting and make all necessary joints, make good to structure and finishes and test."
610119,STACK,RENEW EXTERNAL PVCU VENT TERMINAL,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,Stack:Renew 110mm diameter external PVCu soil stack/vent terminal and weathering slate and make good to roofing.
610121,STACK,RENEW EXTERNAL PVCU DOUBLE SOCKET,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,"Stack:Renew 110mm diameter external PVCu soil stack double socket, including cutting and make all necessary joints, make good to structure and finishes and test."
610123,STACK,RENEW EXTERNAL PVCU DRAIN CONNECTOR,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,Stack:Renew drain connection with 110mm diameter external PVCu soil stack drainage adaptor.
610125,STACK,RENEW EXTERNAL PVCU 110MM BOSS CONNECTOR,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,"Stack:Renew 110mm diameter external PVCu soil stack boss connector, including cutting and make all necessary joints, make good and test."
610127,STACK,RENEW EXTERNAL PVCU BOSS ADAPTOR,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,"Stack:Renew 32mm or 40mm diameter external solvent PVCu boss adaptor, including any additional renewal of boss pipe."
610129,STACK,REPAIR FRACTURE ON EXTERNAL PVCU AT SLAB,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,"Stack:Repair fractured external soil outlet at slab level, break up slab, repair pipe-work, fix new pipe or fitting with new clips, remake joints, make good, test (measured per pipe or fitting)."
610131,STACK,ACCESS COVER TO EXISTING EXTERNAL PVCU,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,"Stack:Insert or cut into existing external PVCu soil stack, fix new proprietory bolted removable access covers and seals, maintain integrity of system with compatible seals or solvent welding."
610133,STACK,RENEW PVCU BALLOON GRATING,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,External - PVCu,Stack:Renew PVCu balloon grating to soil stack.
610301,STACK,RENEW INTERNAL PVCU COMPLETE NE 2 STOREY,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,Internal - PVCu,"Stack:Take down internal soil stack complete to any dwelling ne 2 storey, renew with 110mm PVCu pipework with all fittings, make joints, fixed to structure, make good, remove, refix casings, test."
610303,STACK,RENEW INTERNAL PVCU COMPLETE 2-4 STOREY,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,Internal - PVCu,"Stack:Take down internal soil stack complete to any dwelling over 2 ne 4 storey renew with 110mm PVCu pipework, all fittings, make joints, fixed to structure, make good, remove, refix casings, test."
610305,STACK,RENEW INTERNAL 110MM PVCU SOIL STACK,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,Internal - PVCu,"Stack:Renew 110mm diameter PVCu length or section of internal soil stack, soil stack, renew or refix clips as necessary, including cut, make joints, make good remove, refix duct casings and test."
610307,STACK,RENEW INTERNAL PVCU SOIL STACK BRACKETS,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,Internal - PVCu,"Stack:Renew 110mm diameter internal PVCu soil stack pipe bracket securely plugged and screwed to any background, make good to structure, finishes remove, refix duct casings and test."
610309,STACK,RENEW INTERNAL PVCU WC BRANCH PIPE,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,Internal - PVCu,"Stack:Renew 110mm diameter internal PVCu soil stack wc branch pipe with access, connect to pan, including cutting, make joints, cut holes to walls, make good, remove, refix casings, test."
610311,STACK,RENEW INTERNAL PVCU OFFSET,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,Internal - PVCu,"Stack:Renew 110mm diameter internal PVCu soil offset including cutting and make all necessary joints, make good, remove, refix casings, test."
610313,STACK,RENEW INTERNAL PVCU JUNCTION,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,Internal - PVCu,"Stack:Renew 110mm diameter internal PVCu soil stack junction with access including cutting and make all necessary joints, make good, remove, refix casings, test."
610315,STACK,RENEW INTERNAL PVCU ACCESS BEND,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,Internal - PVCu,"Stack:Renew 110mm diameter internal PVCu soil stack access bend, including cutting and make all necessary joints, make good, remove, refix casings, test."
610317,STACK,RENEW INTERNAL PVCU ACCESS PIPE,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,Internal - PVCu,"Stack:Renew 110mm diameter internal PVCu soil stack access pipe, including cutting and make all necessary joints, make good, remove, refix casings, test."
610319,STACK,RENEW INTERNAL PVCU DOUBLE SOCKET,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,Internal - PVCu,"Stack:Renew 110mm diameter internal PVCu soil stack double socket, including cutting and make all necessary joints, make good, remove, refix casings, test."
610321,STACK,RENEW INTERNAL PVCU 110MM BOSS CONNECTOR,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,Internal - PVCu,"Stack:Renew 110mm diameter internal PVCu soil stack boss connector, including cutting and make all necessary joints, make good, remove, refix casings, test."
610323,STACK,RENEW INTERNAL PVCU BOSS ADAPTOR,PLUMBING,Foul Drainage Above Ground,Soil and Vent Stacks,Internal - PVCu,"Stack:Renew 32mm or 40mm diameter internal solvent PVCu boss adaptor, including any additional renewal of boss pipe, remove and refix duct casings and access panels and the like for access."
